Date,Close,High,Low,Open,Volume,Symbol
2015-01-02,24.19260025024414,24.659502293956603,23.754464067072234,24.648437592390618,212818400,AAPL
2015-01-05,23.511058807373047,24.042132473375155,23.325183952802462,23.962471339063004,257142000,AAPL
2015-01-06,23.51327133178711,23.7721691658831,23.15258296070491,23.57522961465761,263188400,AAPL
2015-01-07,23.842985153198242,23.94256075000495,23.61063984299987,23.721280145334898,160423600,AAPL
2015-01-08,24.759084701538086,24.816618126764887,24.053199089993452,24.170479219019555,237458000,AAPL
2015-01-09,24.785634994506836,25.060022405088077,24.387329327343235,24.93167928030907,214798000,AAPL
2015-01-12,24.174901962280273,24.9228296715174,24.075326382352763,24.916191524620462,198603200,AAPL
2015-01-13,24.389541625976562,24.960445829902344,24.099664655994744,24.65729087939062,268367600,AAPL
2015-01-14,24.296606063842773,24.449288501616856,24.008940661725582,24.128432366224875,195826400,AAPL
2015-01-15,23.637195587158203,24.35414431798287,23.60179156610171,24.340868021116325,240056000,AAPL
2015-01-16,23.453527450561523,23.80536443937961,23.278715595370205,23.683659448981608,314053200,AAPL
2015-01-20,24.057621002197266,24.11294113817059,23.566377924636292,23.862893043099756,199599600,AAPL
2015-01-21,24.24128532409668,24.57541774452879,23.95804479734744,24.108515641336837,194303600,AAPL
2015-01-22,24.871936798095703,24.88742637071064,24.27890479360892,24.398396505882765,215185600,AAPL
2015-01-23,25.000276565551758,25.17066184134601,24.67941876430255,24.849805728333372,185859200,AAPL
2015-01-26,25.02683448791504,25.305648505097142,24.960451323601063,25.168453931002503,222460000,AAPL
2015-01-27,24.15056800842285,24.889646196176376,24.12622700387713,24.876368210273192,382274800,AAPL
2015-01-28,25.515859603881836,26.13765909552136,25.515859603881836,26.02923041081558,585908400,AAPL
2015-01-29,26.310256958007812,26.374428518206834,25.571179064885065,25.739352750639867,337745600,AAPL
2015-01-30,25.925230026245117,26.55366597735562,25.856631907802715,26.19961743530487,334982000,AAPL
2015-02-02,26.250513076782227,26.370004785647765,25.68624864341562,26.122171630877833,250956400,AAPL
2015-02-03,26.25493621826172,26.352298507154856,26.02480425574212,26.2217437998551,207662800,AAPL
2015-02-04,26.456295013427734,26.66651249321437,26.179694399158084,26.221738232762647,280598800,AAPL
2015-02-05,26.64513397216797,26.70955879365363,26.491847269498656,26.66290499248517,168984800,AAPL
2015-02-06,26.42076301574707,26.714006091744032,26.314128399521028,26.662909949721197,174826400,AAPL
2015-02-09,26.596263885498047,26.62292126746555,26.309685165049736,26.336344241916905,155559200,AAPL
2015-02-10,27.107210159301758,27.136091242542914,26.694005586143845,26.696225904162972,248034000,AAPL
2015-02-11,27.74257469177246,27.751461049965634,27.213849091024947,27.27382989020448,294247200,AAPL
2015-02-12,28.093576431274414,28.320174313577628,27.895859634991865,28.004714549879026,297898000,AAPL
2015-02-13,28.231313705444336,28.27574380069617,27.913633609185215,28.27574380069617,217088800,AAPL
2015-02-17,28.39793586730957,28.631198160176517,28.195774987504898,28.322402653515553,252609600,AAPL
2015-02-18,28.595643997192383,28.60897268589637,28.313507657029223,28.353495418040563,179566800,AAPL
2015-02-19,28.53565788269043,28.664507506789523,28.509000508669352,28.5423222261957,149449600,AAPL
2015-02-20,28.768922805786133,28.768922805786133,28.44680040985868,28.57342633827766,195793600,AAPL
2015-02-23,29.546463012695312,29.546463012695312,28.80446994307108,28.884445467268826,283896400,AAPL
2015-02-24,29.36207389831543,29.679755665976195,29.139920048689255,29.533133311671225,276912400,AAPL
2015-02-25,28.611196517944336,29.235451763904805,28.469018171309017,29.226563710478064,298846800,AAPL
2015-02-26,28.973308563232422,29.07327713106697,28.126902824541162,28.61119665484146,365150000,AAPL
2015-02-27,28.537891387939453,29.00663625092877,28.489017258922594,28.880006901257964,248059200,AAPL
2015-03-02,28.67784309387207,28.942206749183107,28.502343023009654,28.71338852765152,192386800,AAPL
2015-03-03,28.737831115722656,28.77337655633723,28.455694689269144,28.648970903986015,151265200,AAPL
2015-03-04,28.5556583404541,28.78225624796574,28.506787605303753,28.680067361107007,126665200,AAPL
2015-03-05,28.082477569580078,28.602316923808417,27.938077183994466,28.56455116454907,226068400,AAPL
2015-03-06,28.12468147277832,28.740046987832674,28.049149965508676,28.52455744842278,291368400,AAPL
2015-03-09,28.24464225769043,28.78447791228204,27.78256181176065,28.426808359176277,354114000,AAPL
2015-03-10,27.66037940979004,28.26241620675902,27.502650362161962,28.08247211064381,275426400,AAPL
2015-03-11,27.15608787536621,27.718136880404018,27.12720848319452,27.713694548877402,275756000,AAPL
2015-03-12,27.647043228149414,27.74701346773055,27.020569500724587,27.17163417162344,193450800,AAPL
2015-03-13,27.45599365234375,27.858093275490027,27.231619482991277,27.635939424321684,207309200,AAPL
2015-03-16,27.758127212524414,27.758127212524414,27.296048420518424,27.520422623715213,143497200,AAPL
2015-03-17,28.222429275512695,28.284632091074627,27.913635516187682,27.969173986496493,204092400,AAPL
2015-03-18,28.54010581970215,28.69339252092788,28.073583066505737,28.213539383994842,261083600,AAPL
